free_text,label_id,clean_text
Vừa tăng lương phát biết ngay,0,vừa tăng lương phát biết ngay
Ai là cảm tình diên like,0,ai là cảm_tình diên like
Xin tộc trưởng hãy cho Hiếu lợn thần ra trận! Đảm bảo sẽ có chiến thắng,0,xin tộc trưởng hãy cho hiếu lợn_thần ra trận ! đảm_bảo sẽ có chiến_thắng
Đấu khẩu - Chim lợn 👍,1,đấu_khẩu - chim lợn
Cai miệng nói không sợ bị hậu quả,1,cai_miệng nói không sợ bị hậu_quả
4 năm rồi à,0,4 năm rồi à
Đầu 2 thứ tóc rồi mà còn bị trẻ trâu Levi lừa.🤣,0,đầu 2 thứ tóc rồi mà_còn bị trẻ trâu levi_lừa .
Nguoi mien trung nhu e chi ngoi xem cac bac chui nhau thoi :)),0,nguoi mien trung_nhu e chi ngoi xem cac bac chui nhau thoi
Khắc Thành Nguyễn phục cái máu lồn,2,khắc thành nguyễn_phục cái máu lồn
Quan va. Dan nhu nhau phai ton trong phap luat. Khong thuen vi mot ai?,0,quan_va . dan nhu nhau phai_ton trong phap luat . khong thuen vi_mot ai ?
Chúc abe 20-10 vui vẻ,0,chúc abe_20-10 vui_vẻ
ko vào thì lấy đâu ra vốn vay FDI cho các anh đút túi ?,0,ko vào thì lấy đâu ra vốn vay fdi cho các anh đút_túi ?
Việc nhẹ lương cao mình xin nhường cho những người thất nghiệp:)),0,việc nhẹ lương cao mình xin nhường cho những người thất_nghiệp
B52 If J97,0,b52 if j97
Chào người anh em,0,chào người anh_em
Diệp Gia Nghi nghiệp nó quật m chết bh,0,diệp gia_nghi_nghiệp nó quật m chết bao giờ
"Duy Khương bên nó ai bị hoặc nghi bị thì tự cách ly tự điểu trị nhé, nó còn không cho xét nghiệm cơ, chỉ khi nào bạn chết thì nó mới khám nghiệm để kết luận có do virus hay không, ở ngoài đường mà đeo khẩu trang bọn Anh nó còn đấm vào mặt cho chứ ở đó mà điều trị",0,"duy_khương bên nó ai bị hoặc nghi bị thì tự cách_ly tự điểu_trị nhé , nó còn không cho xét_nghiệm cơ , chỉ khi nào bạn chết thì nó mới khám_nghiệm để kết_luận có do virus hay không , ở ngoài đường mà đeo khẩu_trang bọn anh nó còn đấm vào mặt cho chứ ở đó mà điều_trị"
9x5=55 chứ ôg a già😆,0,9x5 = 55 chứ ôg a già
Trương Duy ko mvp đội mình thì là mvp của đội bạn :))),0,trương duy_ko mvp đội mình thì là mvp của đội bạn
Xin video với bro 😄,0,xin video với bro
Bị gì bị lắm thế,0,bị gì bị lắm thế
Du học sinh Úc cơ ấy =)),0,du_học_sinh úc_cơ ấy
Ôi vãi a quang :v,0,ôi vãi a_quang
Chờ đợi 17 nồi bánh chưng mới đc fan cứng nên cmt cho kh mất chứ ko biết chơi GA,0,chờ_đợi 17 nồi bánh_chưng mới đc fan cứng nên cmt cho không mất chứ ko biết chơi ga
Khá khó🙂,0,khá khó
Giúp e làm đẹp với . E ko có điều kiện. Ko có khả năg nhưg thấy có người đẹp e rất thích,0,giúp e làm_đẹp với . e_ko có điều_kiện . ko có khả_năg nhưg thấy có người đẹp e rất thích
Thu Boo xuất sắc ...nhưng em lại làm mấy bạn kia buồn thêm 🤣🤣🤣,0,thu boo xuất_sắc ... nhưng em lại làm mấy bạn kia buồn thêm
"Hoan nghênh ông Trần Dần có tư tưởng tiến bộ, không chống cộng sản Việt Nam nữa. Chỉ có quên đi quá khứ để yêu thương . Ai cũng về già lo tu thân sám hối là điều lựa chọn tốt nhất. Chúc ông Trần Dần sống lâu 130 tuổi và luôn khỏe mạnh đẹp lão.",0,"hoan_nghênh ông trần dần có tư_tưởng tiến_bộ , không chống_cộng_sản_việt_nam nữa . chỉ có quên đi quá_khứ để yêu_thương . ai cũng về già lo tu_thân sám_hối là điều lựa_chọn tốt nhất . chúc ông trần dần sống lâu 130 tuổi và luôn khỏe mạnh đẹp_lão ."
Mấy thằng già làm bộ trưởng này nọ mà đầu óc thua cả 1 bác nông dân,2,mấy thằng già làm bộ_trưởng này nọ mà đầu_óc thua cả 1 bác nông_dân
Võ Thành Nhân huyền thoại :((,0,võ thành_nhân huyền_thoại
Sương mù là tại thiên tai !,0,sương_mù là tại thiên_tai !
Mình không quan tâm cô đơn cho lắm,0,mình không quan_tâm cô_đơn cho lắm
Thế e thích làm phù thuỷ r bạn nam phải làm s đây a nhỉ😆,0,thế e_thích làm phù_thủy r bạn nam phải làm sao đây a_nhỉ
Uầy tôi là cưng phán các ông ạ được vl a ưi =))),0,uầy tôi là cưng_phán các ông ạ được vãi lồn a ưi
Maruko Linh,0,maruko linh
ảnh này ở video Superheroo nghe buồn não ruột -__-,0,ảnh này ở video superheroo nghe buồn não_ruột - __ -
anh tik nói quá đúng luôn,0,anh tik nói quá đúng luôn
BaVi :)),0,bavi
Ở đây ai là chủ ???,0,ở đây ai là chủ ? ? ?
Minh mẫn vcl,1,minh_mẫn vãi cả lồn
Chú Bòn em chặt chứ ko ăn nha =))))))),0,chú bòn em chặt chứ ko ăn_nha
Cực kì thuyế...hác xì....á chết mẹ..,0,cực kì_thuyế ... hác_xì ...._á chết mẹ ..
Lee Quang tôi toàn nghe nhạc của bùi anh tuấn! Hà anh tuấn! Nghe mấy bài này ko thấm nổi,0,lee_quang tôi toàn nghe nhạc của bùi_anh tuấn !_hà anh tuấn ! nghe mấy bài này ko thấm nổi
Nguyễn Trọng Thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không. Hay là đợi thiệp hồng,0,nguyễn_trọng_thái người ta nói bạn đợi nhưng bạn có biết bạn đang đợi cái lone gì không . hay_là đợi thiệp hồng
"Có anh Độ, Tết lúc nào chả vui",0,"có anh độ , tết lúc_nào chả vui"
Nghe nói trước đây 1 số thành phần người hà nội kì thị dân vĩnh phúc đúng không nhỉ. Bh sao thì mấy ngừoi đó bị lây hết chưa ấy nhể,0,nghe nói trước_đây 1 số thành_phần người hà_nội_kì thị_dân vĩnh_phúc đúng không nhỉ . bao giờ sao thì mấy ngừoi đó bị lây hết chưa ấy nhể
Huy Hoàng =)),0,huy_hoàng
Thảo NG thua tại dốt av qa :v,0,thảo ng_thua tại dốt av qa
😞,0,
Dần dần thấy jack mất hay,0,dần_dần thấy jack mất hay
Dì 3 ê dì 3_ là trai hay gái ạ,0,dì 3 ê_dì 3 _ là trai hay gái ạ
Vợ Cuốc sư là Bùi Kim Thành còn vợ nhỏ là lisa phạm,0,vợ cuốc_sư là bùi_kim thành còn vợ nhỏ là lisa_phạm
Trước khi cắm lên đầu em 4 cái sừng nó cũng bảo y như thế :((((,0,trước khi cắm lên đầu em 4 cái sừng nó cũng bảo_y như_thế
éo nha liu liu,1,éo nha liu liu
#NAME?,0,?
Cận thận nhà ae,0,cẩn thận nhà anh em
Idol,0,idol
Duyên Phạm ghê tr nay văn chương dữ hén,0,duyên_phạm ghê_tr nay văn_chương dữ hén
xin ạ,0,xin ạ
Hoàng Minh,0,hoàng_minh
Anh Trung Magic,0,anh trung_magic
"có một sự tồn tại của đàn bò mang tên "" cực kỳ thuyết phục "", có sở thích là nhai đi nhai lại, mục đích của chúng trên hành tinh này vẫn chưa có lời giải đáp, theo như các nhà động vật học cho biết loài bò này có lối sống hoang dâm trụy lạc, có thể động dục bất cứ lúc nào, con số của loài này đang được gia tăng đáng kể.",2,"có một sự tồn_tại của đàn bò mang tên "" cực_kỳ thuyết_phục "" , có sở_thích là nhai đi nhai_lại , mục_đích của chúng trên hành_tinh này vẫn chưa có lời giải_đáp , theo như các nhà_động_vật_học cho biết loài bò này có lối sống hoang_dâm trụy_lạc , có_thể động_dục bất_cứ lúc_nào , con_số của loài này đang được gia_tăng đáng_kể ."
Ck4mk4m là gì á mn,0,ck4mk4m là gì á_mn
Cho toyy xin in4 FB hoặc sđt zalo hay ig được hong :33,0,cho toyy xin in4 facebook hoặc sđt zalo hay ig được hong 3
Chị chữi là chị cứu nhân độ thế🤣🤣,0,chị chữi là chị cứu nhân_độ thế
Nghi vấn thầy chà trộn TTBL tu,0,nghi_vấn thầy chà_trộn ttbl tu
Lại Hợp Sâm clm đến v thì /ff,1,lại hợp sâm cái lồn má đến vậy thì / ff
Dao chặt không đứt kkkkk🤣🤣🤣🤣🤣🤣,0,dao chặt không đứt k
Hồng Thy cái giọng điệu nói cảm thấy hao hao giống ..!,0,hồng thy cái giọng điệu nói cảm_thấy hao_hao giống .. !
Nhanh thực sự,0,nhanh thực_sự
Đồng Nhung máy bay phalcon 10 tỷ belike :,0,đồng nhung máy_bay phalcon 10 tỷ_belike :
So Pre Tài Trợ Độ Tây Ngày Hôm Ngày =)),0,so pre tài_trợ_độ tây ngày hôm ngày
Nghe kể chuyện tí rồi làm tiếp a Thanh Le :))),0,nghe kể chuyện tí rồi làm tiếp_a thanh_le
Hoàng Anh từ tư 😁,0,hoàng anh từ tư
Dep trai moi co nhieu dua yeu,0,dep trai moi co_nhieu dua yeu
Bt các bạn phan cuồng chửi vậy mik đã ko nêu ra ý kiến cá nhân,0,biết các bạn phan_cuồng_chửi vậy mik đã ko nêu ra ý_kiến cá_nhân
thêm một người bị cộng sản nhồi sọ không biết sao có thể nạo ra được hết chất bã trong đầu,2,thêm một người bị cộng_sản nhồi sọ không biết sao có_thể nạo_ra được hết chất_bã trong đầu
Nghe giọng nứkg quá Abe :)),1,nghe giọng nứkg quá abe
ông làm bố tôi hơi lâu rồi đấy' Tùng sói said,0,ông làm bố tôi hơi lâu rồi đấy ' tùng sói said
Vì refund top 1 nên tối nay mình xin phép ea..blabla,0,vì refund top 1 nên tối nay mình xin phép ea .. blabla
Anh Trung Giả Kim 😂,0,anh trung_giả kim
Có khả năng tối nay anh bị ngủ ngoài đường :)) tu bi con tờ niu,0,có khả_năng tối nay anh bị ngủ ngoài đường tu_bi con tờ niu
Bùn nhở,0,bùn_nhở
Pháo thủ toang cmnl @@,0,pháo thủ_toang con mẹ nó luôn
Bóng khùng bóng điên,1,bóng khùng bóng điên
Làm thêm chục củ mở hòm csgo anh êi :V,0,làm thêm chục củ mở hòm csgo anh êi
Lê Huyền người ư ?sinh vật hạ đẳng chứ ngươi ai lam thế .,2,lê huyền_người ư ? sinh_vật hạ_đẳng chứ_ngươi ai lam_thế .
Cao Lãnh với chúng tôi làyy,0,cao_lãnh với chúng_tôi làyy
Làm nhẹ 3-0 cho nó ok,0,làm nhẹ_3-0 cho nó ok
🙆🏻‍♀️,0,
ặc :),0,ặc
Ai xin inb tôi đi,0,ai xin inb tôi đi
"Goodnow Tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ, tui cam đoan là như dị",0,"goodnow tran lo ở nhà đi ra ngoài tiết diên_mày bị mắc bệnh giờ , tui cam_đoan là như vậy"
"Nhìn chị Minh Hiếu có duyên hết sức, nói chuyện rất chân thật, mặc dù mỗi lần live chửi rất táo tợn nhưng nghe và nhìn chị ấy rất thánh thiện và chất. Chúc chị luôn vui khoẻ và hp. Mong có dịp sẽ được gặp chị",0,"nhìn chị minh_hiếu có duyên hết_sức , nói_chuyện rất chân_thật , mặc_dù mỗi lần live_chửi rất táo_tợn nhưng nghe và nhìn chị ấy rất thánh_thiện và chất . chúc chị luôn vui_khỏe và hải phòng . mong có dịp sẽ được gặp chị"
Dễ thương và duyên quá Cô ơi. Love Cô.,0,dễ_thương và duyên quá cô ơi . love cô .
Lê Thị Bích Hồng tk trẩu,2,lê_thị bích_hồng tk trẩu
nhớ nuôi kiểu tóc này mới đủ combo nhé ae,0,nhớ nuôi kiểu tóc này mới đủ combo nhé anh em
Chang Chang 🥥🥥🥥🥥,0,chang chang
Nguyễn Trang nói thật mị 🤣,0,nguyễn_trang nói thật mị
1 ng thì giết 1 mạng . 1 ng thì feed tụt lol,0,1 ng thì giết 1 mạng . 1 ng thì feed tụt lol
Có pải nổ lực là có được đâu.pải có 1 chút gọi là may mắn nữa,0,có pải nổ_lực là có được đâu . pải có 1 chút gọi_là may_mắn nữa
Panda Thái đã xem =))),0,panda_thái đã xem
Luôn ủng hộ K-ATM,0,luôn ủng_hộ k-atm
Còn bạn này nữa thầy ơi,0,còn bạn này nữa thầy ơi
Giọng cuốn vc,0,giọng cuốn vãi cặc
Nguyễn Đào Nguyên,0,nguyễn đào_nguyên
thế thua gì bác.. k công khai mà cả VN điều biết tên e nó bác nghĩ ngta đón được sao????,0,thế thua gì bác .. k công_khai mà cả việt nam điều biết tên e nó bác nghĩ người ta đón được sao ? ? ? ?
Ai ki nghe nói cũng đi ý về,0,ai ki nghe nói cũng đi_ý về
"không có thì ""sản xuất"" ra -_-",0,"không có thì "" sản_xuất "" ra"
Hợp lí anh ơi,0,hợp_lí anh ơi
Đc anh ui,0,đc anh ui
Con người sao lại như vậy?,0,con_người sao lại như_vậy ?
Bảo dan tri thap thì tự ái :),1,bảo dan tri_thap thì tự_ái
Tại sao phải trả lời thầy,0,tại_sao phải trả_lời thầy
Cái trend Nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,0,cái trend nghe có_vẻ mãi chúng_nó vẫn chưa chán nhỉ
Đang lúc dầu sôi lửa bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà nước nuôi tốn cơm tốn gạo,1,đang lúc dầu_sôi lửa_bỏng bay kiếm clmn hay gì á rồi đem bênh về đây cho nhà_nước nuôi tốn cơm tốn gạo
Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet.. ..gao thet kinh hon de truoc khi xuong dia nguc...🙏🙏🙏,0,con nho nay hom truoc chui_ong ba cha me công an nguoi việt nam la_minh biet no bi_ma nhap no_truoc khi bi_chet .. .. gao thet kinh_hon de truoc khi xuong dia nguc ...
Anh Minh chậm cái con cặc,2,anh minh chậm cái con cặc
reaction thầy ơi,0,reaction thầy ơi
Đoạn đánh răng chiếm quá nhiều thgian :)),0,đoạn đánh răng chiếm quá nhiều thời gian
"Đù dại ghê, bọn đấy ngày nào nó cũng lên Phường xiên cho nó 1 cái, đuợc tiếng luôn, vào khám mấy anh chị cũng thương, xiên hết mọi thằng trên Phường luôn cho nó Sum",1,"đù dại ghê , bọn đấy ngày nào nó cũng lên phường xiên cho nó 1 cái , được tiếng luôn , vào khám mấy anh_chị cũng thương , xiên hết mọi thằng trên phường luôn cho nó sum"
Chị 3 cho e 200 triệu đi làm chymmm đi huhuh,0,chị 3 cho e 200 triệu đi làm chym đi huhuh
Tóm lại là chửi nhau phải có văn hoá 😂😂😂👏🏻👏🏻 e thích page rồi đấy 😂😂,0,tóm_lại là chửi nhau phải có văn_hóa e_thích page rồi đấy
A tiệp:,0,a_tiệp :
Khi đi nhớ đem theo Susan nha thầy :)),0,khi đi nhớ đem theo susan nha thầy
cái tay cái tay,0,cái tay cái tay
Vẫn có 1 người tặng quà va len thai cho mình mn ạ.,0,vẫn có 1 người tặng quà va len_thai cho mình mọi người ạ .
Giật cho mất mẹ cả cái mụn ruồi (:,0,giật cho mất mẹ cả cái mụn ruồi ( :
Tóm lại là con gái hay trai... 😶😶😶...bực mình vl nhìn hoài ko ra 😑😑,1,tóm_lại là con gái hay trai ... ... bực_mình vãi lồn nhìn hoài ko ra
Đào Hà Văn Rinaky Cn anh chị ơi cẩn thận nhé ạ,0,đào hà_văn rinaky chủ nhật anh_chị ơi cẩn_thận nhé ạ
Điều kiện hạn chế viruss phát tán có thể là phòng trên 26 độ là cơ bản. Còn mọi thứ điều cis thể. Hãy đọc kĩ những bài nói về viruss corona the trang chính thống nha,0,điều_kiện hạn_chế viruss phát_tán có_thể là phòng trên 26 độ là cơ_bản . còn mọi thứ điều cis_thể . hãy đọc kĩ những bài nói về viruss corona the_trang chính_thống_nha
Bắt được đừng chữa nhốt vào cho chết luôn...loại này đừng để đẻ trứng!!!,2,bắt được đừng chữa nhốt vào cho chết luôn ... loại này đừng để đẻ trứng ! ! !
Optimusthree với 99% sức mạnh,0,optimusthree với 99 % sức_mạnh
:3,0,
Hahahaha,0,hahahaha
"ô thế mọi người k bit ak, Trần Dần mắc bệnh từ khi chưa có dịch ak...ông này mắc loại bệnh còn nguy hiểm hơn Covid 19...",0,"ô thế mọi người k bit ak , trần dần mắc bệnh từ khi chưa có dịch ak ... ông này mắc loại bệnh còn nguy_hiểm hơn covid 19 ..."
Đồng bọn nhỏ đó khi zo tù :))),0,đồng_bọn nhỏ đó khi zo tù
Nguyễn Thị Luận Hà Nam cũng vậy :),0,nguyễn_thị_luận hà_nam cũng vậy
gáy to thế mi anh,0,gáy to thế_mi anh
Bảo Tín đi du lịch gặp con gì ngứa ngứa ở biển e đã sợ lắm r sao xuất hiện con này nữa,0,bảo_tín đi du_lịch gặp con gì ngứa_ngứa ở biển e đã sợ lắm r sao xuất_hiện con này nữa
"Học cách kiểm soát bộ não của mình đi, thích thì tiến tới, ghét thì bỏ qua",0,"học cách kiểm_soát bộ_não của mình đi , thích thì tiến tới , ghét thì bỏ_qua"
Phạm Linh ko co cl,1,phạm linh_ko co_cl
Qtrong gì trước sau gì chẳng về 1 nhà,0,quan trọng gì trước_sau gì chẳng về 1 nhà
Tức diêng là idol vẫn còn ngon cơm. Tức diêng là mắt thấy tai nghe chứ ko phải nằm chiêm bao,0,tức diêng là idol vẫn còn ngon_cơm . tức diêng là mắt thấy tai nghe chứ ko phải nằm chiêm bao
Con Thương cô lắm,0,con thương cô lắm
Cực kỳ thu....,0,cực_kỳ thu ....
Thánh chửi lãnh án,0,thánh_chửi lãnh_án
xe chở súc vật mong người dân hãy tránh xa (đề phòng súc vật phóng uế lung tung làm mất vệ sinh).,2,xe chở súc_vật mong người_dân hãy tránh xa ( đề_phòng súc_vật phóng_uế lung_tung làm mất vệ_sinh ) .
À thế bạn ý hát bài j jui có ai giới thiệu cho mình đc ko. Lâu jui mình chẳng nghe bài hát mới nào cả,0,à thế bạn ý hát bài j jui có ai giới_thiệu cho mình đc ko . lâu jui mình chẳng nghe bài hát mới nào cả
"Chúc anh em năm mới vui vẻ, an khang thịnh vượng.",0,"chúc anh_em năm mới vui_vẻ , an_khang thịnh_vượng ."
Có táo quân thỳ mới là tết chứ,0,có táo_quân thỳ mới là tết chứ
"Samsung vẫn đi làm bth nhé, mỗi ngày đi làm là 1 ngày vui 😜😜😜😜",0,"samsung vẫn đi làm bình thường nhé , mỗi ngày đi làm là 1 ngày vui"
Chú trung đầu L chứ chú tí đầu lân clg 🤣,2,chú trung_đầu l chứ chú tí đầu lân cái lồn gì
"Chi đep qua chi,e thích qua",0,"chi đep qua chi , e_thích qua"
Oh shjt,1,oh shjt
Cáo từ,0,cáo từ
Nhật Long toang. Kiểu ni còn lâu lắm :((,0,nhật long toang . kiểu ni còn lâu lắm
Hiếu Bùi sủa dơ,2,hiếu bùi_sủa dơ
Ok trung bảnh,0,ok trung_bảnh
:)),0,
ad nói phét à bê tông ăn thế nào đc,0,ad nói phét à bê_tông ăn thế_nào đc
Con thuong co ba,0,con thuong co ba
Á nhà tiên tri ủng hộ nghị quyết 36 rồi nhé 🤣🤣🤣,0,á nhà tiên_tri ủng_hộ nghị_quyết 36 rồi nhé
Nguyễn Thị Phương bạn ơi cho mình xin ảnh để sống ảo đc k ạ?,0,nguyễn_thị_phương bạn ơi cho mình xin ảnh để sống ảo_đc k ạ ?
Chào nhà báo vũ hoàng Lân. Chào danh hài vũ trụ trần tiger:-),0,chào nhà_báo vũ_hoàng_lân . chào_danh hài_vũ_trụ trần tiger
Ok đẹp trai :v,0,ok đẹp_trai
Lan Hoa Tùng có dùng acc clone đi cmt đâu... dạo ??,0,lan hoa_tùng có dùng acc clone đi cmt đâu ... dạo ? ?
ăn bận như cac họ,1,ăn bận như cac họ
Cực kì thuyết p.....,0,cực kì_thuyết p .....
Nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao. thôi tôi tớ nhiều cứ bảo 1 thằng ra cõng cho chắc. :)),0,nhảy thế kia nhỡ may tiếp đất ko chuẩn lại ngã thì sao . thôi tôi tớ nhiều cứ bảo 1 thằng ra cõng cho chắc .
reaction thầy ơi,0,reaction thầy ơi
Chửi hay lắm ad,0,chửi hay lắm ad
Chào nhéee,0,chào nhéee
Thu Trang,0,thu trang
Đau đầu vl :)),0,đau_đầu vãi lồn
Mày nói như lồn. Bọn đa cấp nó đóng thuế còn gấp chục lần doanh nghiệp. Tao cho thằng thớt ăn lồn không oan chứ thằng bên dưới?,2,mày nói như lồn . bọn đa_cấp nó đóng thuế còn gấp chục lần doanh_nghiệp . tao cho thằng thớt ăn_lồn không oan chứ thằng bên dưới ?
Thế cơ á,0,thế cơ_á
"Day khong phai la con nguoi nua ,,, tinh tinh tinh ,,",1,"day khong phai_la con nguoi_nua , , , tinh_tinh_tinh , ,"
tks thầy nha ♥,0,tks thầy nha
Quá ngu lồn đi =))),1,quá ngu lồn đi
